isbn13,titre,auteur_prenom,auteur_nom,date_publication,nb_pages,lien google book,recherche google
9782876789982,Le Yangtsé sacrifié,Wei-Wei,Wei-Wei,16/04/2004,240,https://www.google.fr/books/edition/_/UU58GQAACAAJ?hl=fr,https://www.google.com/search?q=9782876789982
9782253111467,L'arbre des possibles,Bernard,Werber,02/11/2004,275,https://www.google.fr/books/edition/_/TuUXAAAACAAJ?hl=fr,https://www.google.com/search?q=9782253111467
9782253084495,L'esprit nomade,Kenneth,White,24/09/2008,448,https://www.google.fr/books/edition/_/exRmPwAACAAJ?hl=fr,https://www.google.com/search?q=9782253084495
9782020285216,Tous les fleuves vont à la mer,Elie,Wiesel,16/10/1996,640,https://www.google.fr/books/edition/_/FBvnGQAACAAJ?hl=fr,https://www.google.com/search?q=9782020285216
9782020339216,Et la mer n'est pas remplie,Elie,Wiesel,17/04/1998,640,https://www.google.fr/books/edition/_/7dFDAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782020339216
9782253030577,Les vagues,Virginia,Woolf,11/01/2012,286,https://www.google.fr/books/edition/_/kyiVHAAACAAJ?hl=fr,https://www.google.com/search?q=9782253030577
9782757804513,Le livre d'un homme seul,Gao,Xingjian,02/01/2008,,https://www.google.fr/books/edition/_/5_37OwAACAAJ?hl=fr,https://www.google.com/search?q=9782757804513
9782020314367,Cent éléphants sur un brin d'herbe : enseignement de sagesse,Dalai,XIV,02/02/1997,,https://www.google.fr/books/edition/_/RFyiAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020314367
9782862604787,Les Turcs,Stéphane,Yérasimos,30/09/1994,213,https://www.google.fr/books/edition/_/7iFpAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782862604787
9782228886987,"C'est encore loin, la Chine ?",Gavin,Young,01/10/1993,571,https://www.google.fr/books/edition/_/xJe2AAAACAAJ?hl=fr,https://www.google.com/search?q=9782228886987
9782877306065,La mort à demi-mots,Kim,Young-Ha,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782877306065
9782746700970,La route du jade,Thierry,Zarcone,31/03/2001,168,https://www.google.fr/books/edition/_/SLG1PQAACAAJ?hl=fr,https://www.google.com/search?q=9782746700970
9782862607368,"Boukhara l'interdite, 1830-1888",Thierry,Zarcone,02/10/1997,192,https://www.google.fr/books/edition/_/d39dPQAACAAJ?hl=fr,https://www.google.com/search?q=9782862607368
9782130450009,Montaigne,Stéfan,Zweig,01/06/1995,128,https://www.google.fr/books/edition/_/TYfUQAAACAAJ?hl=fr,https://www.google.com/search?q=9782130450009
9782246347231,La peur,Stefan,Zweig,18/04/2002,227,https://www.google.fr/books/edition/_/1923oAEACAAJ?hl=fr,https://www.google.com/search?q=9782246347231
9782253057840,Le joueur d'échecs,Stefan,Zweig,01/01/1991,94,https://www.google.fr/books/edition/_/u2DhoQEACAAJ?hl=fr,https://www.google.com/search?q=9782253057840
9782253095286,Clarissa,Stéfan,Zweig,01/04/1995,187,https://www.google.fr/books/edition/_/nAixPAAACAAJ?hl=fr,https://www.google.com/search?q=9782253095286
9782253140405,Le monde d'hier,Stefan,Zweig,01/11/1996,506,https://www.google.fr/books/edition/_/EX1MHAAACAAJ?hl=fr,https://www.google.com/search?q=9782253140405
9782253161875,Magellan,Stefan,Zweig,07/03/2012,288,https://www.google.fr/books/edition/_/B3hfuAAACAAJ?hl=fr,https://www.google.com/search?q=9782253161875
9782070389445,Diego et Frida,,,14/09/1995,308,https://www.google.fr/books/edition/_/mukYAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782070389445
9782218717161,La conjugaison pour tous : dictionnaire de 12000 verbes,,,01/09/1997,167,https://www.google.fr/books/edition/_/7jJg0AEACAAJ?hl=fr,https://www.google.com/search?q=9782218717161
9782876785267,La montagne de l'âme,,,20/01/2000,672,https://www.google.fr/books/edition/_/v1GsQgAACAAJ?hl=fr,https://www.google.com/search?q=9782876785267
9789996372742,The Angkor Guidebook,,,,,https://www.google.fr/books/edition/_/J-YWwQEACAAJ?hl=fr,https://www.google.com/search?q=9789996372742
