isbn13,titre,auteur_prenom,auteur_nom,date_publication,nb_pages,lien google book,recherche google
9782259201407,"Mon Dieu, pourquoi ? : petites méditations sur la foi chrétienne et le sens de la vie",Abbé,Pierre,14/10/2005,110,https://www.google.fr/books/edition/_/oCWlQgAACAAJ?hl=fr,https://www.google.com/search?q=9782259201407
9782757817452,Les ghettos du gotha : au coeur de la grande bourgeoisie,Monique,Pincon-charlot,25/03/2010,352,https://www.google.fr/books/edition/_/8LWPRQAACAAJ?hl=fr,https://www.google.com/search?q=9782757817452
9782867465741,Persécution,Alessandro,Piperno,25/08/2011,420,https://www.google.fr/books/edition/_/VGGXtgAACAAJ?hl=fr,https://www.google.com/search?q=9782867465741
9782080708489,"Apologie de Socrate, Criton",Platon,Platon,,,https://www.google.fr/books/edition/_/uGhQSAAACAAJ?hl=fr,https://www.google.com/search?q=9782080708489
9782073013606,La guerre russo-ukrainienne,Serhii,Plokhy,01/01/2023,416,https://www.google.fr/books/edition/_/7z0n0AEACAAJ?hl=fr,https://www.google.com/search?q=9782073013606
9782253006923,Histoires extraordinaires,Edgar,Poe,01/03/1972,285,https://www.google.fr/books/edition/_/sCOSnAEACAAJ?hl=fr,https://www.google.com/search?q=9782253006923
9782707128157,Le devisement du monde,Marco,Polo,14/01/1998,268,https://www.google.fr/books/edition/_/ayoAzgEACAAJ?hl=fr,https://www.google.com/search?q=9782707128157
9782707128164,"Le Devisement du monde, tome 2",Marco,Polo,14/01/1998,554,https://www.google.fr/books/edition/_/aRe7DAEACAAJ?hl=fr,https://www.google.com/search?q=9782707128164
9782253005438,Anthologie de la poésie française,Georges,Pompidou,01/04/1974,540,https://www.google.fr/books/edition/_/lKsgAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782253005438
9782862603810,"Asie centrale. Aux conflits des empires, rÃ?Â©veil et tumulte",Catherine,Poujol,31/10/1992,253,https://www.google.fr/books/edition/_/atFJAAAACAAJ?hl=fr,https://www.google.com/search?q=9782862603810
9782352870296,Les murailles de feu,Steven,Pressfield,07/03/2007,473,https://www.google.fr/books/edition/_/hbxNPAAACAAJ?hl=fr,https://www.google.com/search?q=9782352870296
9782213601335,Histoire des Italiens,Giuliano,Procacci,01/05/1998,473,https://www.google.fr/books/edition/_/TT43HQAACAAJ?hl=fr,https://www.google.com/search?q=9782213601335
9782809703207,L'archipel des séismes,Corinne,Quentin,24/02/2018,240,https://www.google.fr/books/edition/_/HfJ1tgAACAAJ?hl=fr,https://www.google.com/search?q=9782809703207
9782070417162,Terrasse à Rome,Pascal,Quignard,01/06/2001,128,https://www.google.fr/books/edition/_/xmcZswEACAAJ?hl=fr,https://www.google.com/search?q=9782070417162
9782070422890,La leçon de musique,Pascal,Quignard,30/10/2002,121,https://www.google.fr/books/edition/_/0Q-WoAEACAAJ?hl=fr,https://www.google.com/search?q=9782070422890
9782070718887,Les Confessions d'un mangeur d'opium anglais,Thomas,Quincey,01/06/1990,406,https://www.google.fr/books/edition/_/5uekHAAACAAJ?hl=fr,https://www.google.com/search?q=9782070718887
9782020047999,L'Enseignement du Bouddha d'après les textes les plus anciens,Walpola,Rahula,18/05/2004,188,https://www.google.fr/books/edition/_/fdf2swEACAAJ?hl=fr,https://www.google.com/search?q=9782020047999
9782221035917,Une histoire de la musique,Lucien,Rebatet,06/11/1998,,https://www.google.fr/books/edition/_/Z7Yh0QEACAAJ?hl=fr,https://www.google.com/search?q=9782221035917
9782221073483,"Cultes, mythes et religions",Salomon,Reinach,26/09/1996,1350,https://www.google.fr/books/edition/_/GFyzQgAACAAJ?hl=fr,https://www.google.com/search?q=9782221073483
9782742752164,Journal : 1887-1910,Jules,Renard,01/08/2004,336,https://www.google.fr/books/edition/_/dmdRPgAACAAJ?hl=fr,https://www.google.com/search?q=9782742752164
9782710326229,On ne peut pas voler la lune,Paul,Reps,28/05/2004,226,https://www.google.fr/books/edition/_/WLJxPQAACAAJ?hl=fr,https://www.google.com/search?q=9782710326229
9782221045459,Anthologie de la poésie française,Jean-François,Revel,07/11/2002,690,https://www.google.fr/books/edition/_/srMrAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782221045459
9782841113958,L'art de la méditation,Matthieu,Ricard,02/10/2008,154,https://www.google.fr/books/edition/_/AW_HPAAACAAJ?hl=fr,https://www.google.com/search?q=9782841113958
9782081311961,"L'Italie, Rome et moi",Philippe,Ridet,28/09/2013,256,https://www.google.fr/books/edition/_/EIE3ngEACAAJ?hl=fr,https://www.google.com/search?q=9782081311961
9782918597476,La Troisième Révolution Industrielle,Jeremy,Rifkin,28/01/2012,380,https://www.google.fr/books/edition/_/69z9tgAACAAJ?hl=fr,https://www.google.com/search?q=9782918597476
9782246009917,Lettres à un jeune poète,Rainer,Rilke,06/05/1999,147,https://www.google.fr/books/edition/_/mWwlHAAACAAJ?hl=fr,https://www.google.com/search?q=9782246009917
9782070136421,Un peuple de promeneurs,Alexandre,Romanès,17/11/2011,128,https://www.google.fr/books/edition/_/sH5ztgAACAAJ?hl=fr,https://www.google.com/search?q=9782070136421
9782253135494,Pourquoi la Grèce ?,J,Romilly,03/01/2008,,https://www.google.fr/books/edition/_/jmT4OwAACAAJ?hl=fr,https://www.google.com/search?q=9782253135494
9782877064842,Une certaine idée de la Grèce,Jacqueline,Romilly,15/10/2003,266,https://www.google.fr/books/edition/_/sUgbAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782877064842
9782907913362,A la table du vent,António,Rosa,01/01/1995,,https://www.google.fr/books/edition/_/pcDaAAAACAAJ?hl=fr,https://www.google.com/search?q=9782907913362
9782330026882,Listen to this,Alex,Ross,07/01/2015,504,https://www.google.fr/books/edition/_/BggbrgEACAAJ?hl=fr,https://www.google.com/search?q=9782330026882
9782070409310,Cyrano de Bergerac,Edmond,Rostand,14/05/1999,461,https://www.google.fr/books/edition/_/XWo9PgAACAAJ?hl=fr,https://www.google.com/search?q=9782070409310
9782070376070,Le Sein,Philip,Roth,14/11/1984,120,https://www.google.fr/books/edition/_/0u7TtAEACAAJ?hl=fr,https://www.google.com/search?q=9782070376070
9782070417360,Pastorale américaine,Philip,Roth,16/05/2001,580,https://www.google.fr/books/edition/_/lCgQPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070417360
9782070402069,Morny,Jean-Marie,Rouart,02/04/1997,304,https://www.google.fr/books/edition/_/iPIIAwAACAAJ?hl=fr,https://www.google.com/search?q=9782070402069
9782246646716,Adieu à la France qui s'en va,Jean-Marie,Rouart,27/08/2003,280,https://www.google.fr/books/edition/_/k59yQgAACAAJ?hl=fr,https://www.google.com/search?q=9782246646716
9782226179029,La part obscure de nous-mêmes,Elisabeth,Roudinesco,17/10/2007,229,https://www.google.fr/books/edition/_/ce7ZAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782226179029
9782253067252,Du contrat social ou Principes du droit politique,Jean-Jacques,Rousseau,06/03/1996,224,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253067252
9782213672069,Alias Ali,Frédéric,Roux,09/01/2013,640,https://www.google.fr/books/edition/_/jqAflQEACAAJ?hl=fr,https://www.google.com/search?q=9782213672069
9782070524556,Harry Potter et la chambre des secrets,J-K,Rowling,,364,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070524556
9782070528189,Harry Potter et le prisonnier d'Azkaban,J-K,Rowling,,476,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070528189
9782070543588,Harry Potter et la Coupe de Feu,J-K,Rowling,16/11/2003,651,https://www.google.fr/books/edition/_/LuMoyAEACAAJ?hl=fr,https://www.google.com/search?q=9782070543588
9782070556854,Harry Potter et l'Ordre du Phénix,J-K,Rowling,03/12/2003,984,https://www.google.fr/books/edition/_/gONtvgEACAAJ?hl=fr,https://www.google.com/search?q=9782070556854
9782070572670,Harrry Potter et le Prince de sang-mêlé,J-K,Rowling,01/10/2005,720,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070572670
9782070615360,Harry Potter et les reliques de la mort,J-K,Rowling,21/10/2010,850,https://www.google.fr/books/edition/_/LXs5NQAACAAJ?hl=fr,https://www.google.com/search?q=9782070615360
9782070515202,La maison qui s'envole,Claude,Roy,,,https://www.google.fr/books/edition/_/B1yhAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070515202
9782080811288,De la biologie à la culture volume 1.,Jacques,Ruffie,07/01/1993,304,https://www.google.fr/books/edition/_/tpg2PQAACAAJ?hl=fr,https://www.google.com/search?q=9782080811288
9782080811295,"De la biologie à la culture, tome 2",Jacques,Ruffie,,,https://www.google.fr/books/edition/_/LuqVOwAACAAJ?hl=fr,https://www.google.com/search?q=9782080811295
9789754790726,Le palais de Topkapi,TURKOGLU,Sabahattin,01/01/1990,,https://www.google.fr/books/edition/_/-PdvNAAACAAJ?hl=fr,https://www.google.com/search?q=9789754790726
9782877142144,La philosophie dans le boudoir,marquis,Sade,01/01/1994,220,https://www.google.fr/books/edition/_/LGGSAAAACAAJ?hl=fr,https://www.google.com/search?q=9782877142144
9782848768861,La plus secrète mémoire des hommes,Mohamed,Sarr,,,https://www.google.fr/books/edition/_/JtaZzgEACAAJ?hl=fr,https://www.google.com/search?q=9782848768861
9782370730145,"L'Arabe du futur, T1",Riad,Sattouf,07/05/2014,160,https://www.google.fr/books/edition/_/zp2YwgEACAAJ?hl=fr,https://www.google.com/search?q=9782370730145
9782370730541,"L'Arabe du futur, T2",Riad,Sattouf,11/06/2015,160,https://www.google.fr/books/edition/_/nxG-IIGLem4C?hl=fr,https://www.google.com/search?q=9782370730541
9782370730947,"L'Arabe du futur, T3",Riad,Sattouf,06/10/2016,160,https://www.google.fr/books/edition/_/dL-etAEACAAJ?hl=fr,https://www.google.com/search?q=9782370730947
9782070380961,Chroniques napolitaines,Jean-N,Schifano,01/03/1989,,https://www.google.fr/books/edition/_/ueEOPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070380961
9782253109587,Lorsque j'étais une œuvre d'art,Eric-Emmanuel,Schmitt,01/09/2004,252,https://www.google.fr/books/edition/_/YAYWAAAACAAJ?hl=fr,https://www.google.com/search?q=9782253109587
9782070314621,Morts imaginaires,Michel,Schneider,13/01/2005,432,https://www.google.fr/books/edition/_/r39KPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070314621
9782862606132,"Autrement hors série, numéro 84",Graciela,Schneier-Madanes,15/05/1996,224,https://www.google.fr/books/edition/_/ihcgAAAACAAJ?hl=fr,https://www.google.com/search?q=9782862606132
9782844852564,Les miscellanées culinaires de MR. Schott,Ben,Schott,26/10/2007,160,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782844852564
9782070253692,Équipée,Victor,Segalen,22/02/1983,154,https://www.google.fr/books/edition/_/lTTHPAAACAAJ?hl=fr,https://www.google.com/search?q=9782070253692
9782070278961,René Leys : version définitive,Victor,Segalen,22/09/1978,239,https://www.google.fr/books/edition/_/JitMAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070278961
9782070320707,Stèles,Victor,Segalen,07/12/1973,154,https://www.google.fr/books/edition/_/3PhcAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070320707
9782080703774,Le Fils du ciel,Victor,Segalen,07/01/1993,235,https://www.google.fr/books/edition/_/VXuNPAAACAAJ?hl=fr,https://www.google.com/search?q=9782080703774
9782253038610,Essai sur l'exotisme,Victor,Segalen,03/02/1999,165,https://www.google.fr/books/edition/_/nXe7QgAACAAJ?hl=fr,https://www.google.com/search?q=9782253038610
9782501002370,Le livre d'or de la poésie française: des origines à 1940,Pierre,Seghers,01/09/1996,,https://www.google.fr/books/edition/_/c3BUIQAACAAJ?hl=fr,https://www.google.com/search?q=9782501002370
9782755508352,De la brièveté de la vie,Sénèque,Sénèque,08/06/2022,64,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782755508352
9782757833735,Dernières nouvelles du Sud,Luis,Sepulveda,25/04/2013,208,https://www.google.fr/books/edition/_/9JE4mwEACAAJ?hl=fr,https://www.google.com/search?q=9782757833735
9782080811950,Statues,Michel,Serres,07/01/1993,346,https://www.google.fr/books/edition/_/cQ2KQAAACAAJ?hl=fr,https://www.google.com/search?q=9782080811950
9782082115544,Les origines de la géométrie,Michel,Serres,10/08/1993,335,https://www.google.fr/books/edition/_/Gk7vAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782082115544
9782290051795,Nouvelles du monde,Michel,Serres,01/06/1999,250,https://www.google.fr/books/edition/_/2NHiAAAACAAJ?hl=fr,https://www.google.com/search?q=9782290051795
9782746500655,L'incandescent,Michel,Serres,26/02/2003,351,https://www.google.fr/books/edition/_/eO2uQgAACAAJ?hl=fr,https://www.google.com/search?q=9782746500655
9782746501942,Rameaux,Michel,Serres,27/08/2004,236,https://www.google.fr/books/edition/_/2SjXAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782746501942
9782746502659,Récits d'humanisme,Michel,Serres,23/02/2006,224,https://www.google.fr/books/edition/_/qWsQAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782746502659
9782930284248,Hergé mon ami,Michel,Serres,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782930284248
9782246716815,Vers l'Orient compliqué : les Américains et le monde arabe,Antoine,Sfeir,18/10/2006,191,https://www.google.fr/books/edition/_/aepIvgAACAAJ?hl=fr,https://www.google.com/search?q=9782246716815
9782130429760,L' avenir d'une illusion,Freud,Sigmund,01/01/1971,,https://www.google.fr/books/edition/_/0eObQQAACAAJ?hl=fr,https://www.google.com/search?q=9782130429760
9782277226314,Pavane au fil du temps,Robert,Silverberg,04/01/1999,315,https://www.google.fr/books/edition/_/4rYuGQAACAAJ?hl=fr,https://www.google.com/search?q=9782277226314
9782070383023,Avicenne ou la Route d'Ispahan,Gilbert,Sinoué,22/11/1990,535,https://www.google.fr/books/edition/_/B07-PQAACAAJ?hl=fr,https://www.google.com/search?q=9782070383023
9782266020381,Tu seras un autre,Cordwainer,Smith,01/01/1992,,https://www.google.fr/books/edition/_/55N2OwAACAAJ?hl=fr,https://www.google.com/search?q=9782266020381
9782020005999,L'écriture et l'expérience des limites,Philippe,Sollers,01/05/1971,190,https://www.google.fr/books/edition/_/hDlXAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782020005999
9782020395687,L'année du tigre,Philippe,Sollers,13/01/2000,406,https://www.google.fr/books/edition/_/LyHoPQAACAAJ?hl=fr,https://www.google.com/search?q=9782020395687
9782070376209,Femmes,Philippe,Sollers,11/01/1985,672,https://www.google.fr/books/edition/_/_ptiQgAACAAJ?hl=fr,https://www.google.com/search?q=9782070376209
9782070381012,Le Cœur absolu,Sollers,Sollers,,,https://www.google.fr/books/edition/_/nL8kAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782070381012
9782070405107,Vision a New York,Philippe,Sollers,04/11/1998,227,https://www.google.fr/books/edition/_/NJhoAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070405107
9782070408917,Casanova l'admirable,Philippe,Sollers,04/01/2000,338,https://www.google.fr/books/edition/_/-JdDAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070408917
9782742747405,L'art de marcher,Rebecca,Solnit,01/03/2004,395,https://www.google.fr/books/edition/_/Z5oPGwAACAAJ?hl=fr,https://www.google.com/search?q=9782742747405
9782213678535,Décomposition française : comment en est-on arrivé là ?,Malika,Sorel-Sutter,12/11/2015,312,https://www.google.fr/books/edition/_/Ptk8jwEACAAJ?hl=fr,https://www.google.com/search?q=9782213678535
9782213605722,Le génie de l'Inde,Guy,Sorman,16/02/2000,308,https://www.google.fr/books/edition/_/liO5QgAACAAJ?hl=fr,https://www.google.com/search?q=9782213605722
9782277221340,La mémoire de la lumière,Robinson,Stanley,26/02/2001,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782277221340
9782867465062,Le touriste,Olen,Steinhauer,02/04/2009,522,https://www.google.fr/books/edition/_/KkJqPgAACAAJ?hl=fr,https://www.google.com/search?q=9782867465062
9782266192705,Le Rouge et le Noir,STENDHAL,STENDHAL,04/04/2009,640,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782266192705
9782246300731,Portrait de l'aventurier,Roger,Stéphane,01/03/1995,255,https://www.google.fr/books/edition/_/73mZGAAACAAJ?hl=fr,https://www.google.com/search?q=9782246300731
9782070427840,L'architecture de l'Islam : au service de la foi et du pouvoir,Henri,Stierlin,16/11/2003,160,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070427840
9783822892954,Empire romain Vol. I,Henri,Stierlin,,,https://www.google.fr/books/edition/_/OVRqPwAACAAJ?hl=fr,https://www.google.com/search?q=9783822892954
9782070142194,Le chemin des morts,François,Sureau,05/09/2013,64,https://www.google.fr/books/edition/_/CpwtnwEACAAJ?hl=fr,https://www.google.com/search?q=9782070142194
9782213019635,Le Pigeon,Patrick,Süskind,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782213019635
9782253044901,Le parfum,Patrick,Süskind,20/09/2006,279,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253044901
9782253057833,La Contrebasse,Patrick,Süskind,01/09/1992,92,https://www.google.fr/books/edition/_/frU0HQAACAAJ?hl=fr,https://www.google.com/search?q=9782253057833
9782070125883,Le temps vieillit vite,Antonio,Tabucchi,15/05/2009,181,https://www.google.fr/books/edition/_/9X9mPgAACAAJ?hl=fr,https://www.google.com/search?q=9782070125883
9782070135455,Voyages et autres voyages,Antonio,Tabucchi,06/03/2014,294,https://www.google.fr/books/edition/_/5y6DoAEACAAJ?hl=fr,https://www.google.com/search?q=9782070135455
9782070338061,Le fil de l'horizon,Antonio,Tabucchi,25/05/2006,128,https://www.google.fr/books/edition/_/1umnPAAACAAJ?hl=fr,https://www.google.com/search?q=9782070338061
9782070338412,Rêves de rêves,Antonio,Tabucchi,25/01/2007,128,https://www.google.fr/books/edition/_/FdiJGAAACAAJ?hl=fr,https://www.google.com/search?q=9782070338412
9782070338429,Pereira prétend,Antonio,Tabucchi,24/06/2010,224,https://www.google.fr/books/edition/_/cHK0SgAACAAJ?hl=fr,https://www.google.com/search?q=9782070338429
9782070771929,Tristano meurt,Antonio,Tabucchi,02/09/2004,208,https://www.google.fr/books/edition/_/6KWSHAAACAAJ?hl=fr,https://www.google.com/search?q=9782070771929
9782264027788,Les oiseaux de fra Angelico,Antonio,Tabucchi,08/06/2000,89,https://www.google.fr/books/edition/_/ciAEHAAACAAJ?hl=fr,https://www.google.com/search?q=9782264027788
9782267015874,Il se fait tard de plus en plus tard,Antonio,Tabucchi,04/01/2002,303,https://www.google.fr/books/edition/_/wTGjNQAACAAJ?hl=fr,https://www.google.com/search?q=9782267015874
9782919205240,Tabucchi par lui-même,Antonio,Tabucchi,19/03/2019,232,https://www.google.fr/books/edition/_/Dv1TxQEACAAJ?hl=fr,https://www.google.com/search?q=9782919205240
9782070752232,Le sens de la mémoire,Marc,Tadié,12/10/1999,368,https://www.google.fr/books/edition/_/mpJ3QgAACAAJ?hl=fr,https://www.google.com/search?q=9782070752232
9782849905500,Un été avec Homère,Sylvain,Tesson,19/04/2018,256,https://www.google.fr/books/edition/_/AH-StgEACAAJ?hl=fr,https://www.google.com/search?q=9782849905500
9782260017721,Mangez-le si vous voulez,Jean,TEULÉ,07/05/2009,144,https://www.google.fr/books/edition/_/5a1qvgEACAAJ?hl=fr,https://www.google.com/search?q=9782260017721
9782070531943,Guimard: l'Art Nouveau (Découvertes),Thiebaut,Thiebaut,01/11/1997,,https://www.google.fr/books/edition/_/Kc1PAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070531943
9782701115856,Les Secrets de la casserole,Hervé,This,07/05/1993,222,https://www.google.fr/books/edition/_/w8CXQgAACAAJ?hl=fr,https://www.google.com/search?q=9782701115856
9782701117560,Révélations gastronomiques,Hervé,This,01/02/2000,,https://www.google.fr/books/edition/_/uVre6Uc4FP0C?hl=fr,https://www.google.com/search?q=9782701117560
9782264028051,Las Vegas parano,Hunter,Thompson,27/08/1998,208,https://www.google.fr/books/edition/_/kby8nAEACAAJ?hl=fr,https://www.google.com/search?q=9782264028051
9782070530267,Les Etrusques : La Fin d'un mystère ?,Jean-Paul,Thuillier,26/09/1990,160,https://www.google.fr/books/edition/_/UdkCMQAACAAJ?hl=fr,https://www.google.com/search?q=9782070530267
9782363080905,La Traversée du Mal,Germaine,Tillion,29/04/2015,104,https://www.google.fr/books/edition/_/ke0FswEACAAJ?hl=fr,https://www.google.com/search?q=9782363080905
9782080703538,"De la démocratie en Amérique, tome 1",Alexis,Tocqueville,04/01/1999,569,https://www.google.fr/books/edition/_/OGwHAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782080703538
9782264017598,La conjuration des imbéciles,John,Toole,02/03/1998,478,https://www.google.fr/books/edition/_/w6Z2OgAACAAJ?hl=fr,https://www.google.com/search?q=9782264017598
9782715218758,Le miroir des idées : traité,Michel,Tournier,24/03/1994,272,https://www.google.fr/books/edition/_/NR-SAAAAIAAJ?hl=fr,https://www.google.com/search?q=9782715218758
9782359251364,Le champignon de la fin du monde,Anna,TSING,31/08/2017,416,https://www.google.fr/books/edition/_/HqE3swEACAAJ?hl=fr,https://www.google.com/search?q=9782359251364
9782221106327,L'offrande musicale,André,TUBEUF,13/09/2007,1056,https://www.google.fr/books/edition/_/BhytPQAACAAJ?hl=fr,https://www.google.com/search?q=9782221106327
9782742780907,Ludwig van Beethoven,André,Tubeuf,02/03/2009,217,https://www.google.fr/books/edition/_/dO5ePgAACAAJ?hl=fr,https://www.google.com/search?q=9782742780907
9782081478824,L'harmonie secrète de l'Univers,Jean-Philippe,Uzan,16/10/2019,272,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782081478824
9782862604718,Naples,Colette,Vallat,09/02/2004,,https://www.google.fr/books/edition/_/kyueAAAACAAJ?hl=fr,https://www.google.com/search?q=9782862604718
9782070526604,Les histoires inédites du Petit Nicolas - 3 La rentrée du Petit Nicolas,Odon,Vallet,03/11/1999,128,https://www.google.fr/books/edition/_/DNIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526604
9782070526611,Les religions extrême-orientales,Odon,Vallet,03/11/1999,128,https://www.google.fr/books/edition/_/YZFlPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526611
9782070526628,Une autre histoire des religions,Odon,Vallet,14/03/2000,128,https://www.google.fr/books/edition/_/DdIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526628
9782070526635,Le sacre des pouvoirs,Odon,Vallet,14/03/2000,128,https://www.google.fr/books/edition/_/DtIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526635
9782070534760,Une autre histoire des religions,Odon,Vallet,14/05/1999,128,https://www.google.fr/books/edition/_/CdIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070534760
9782070534777,Une autre histoire des religions,Odon,Vallet,14/05/1999,128,https://www.google.fr/books/edition/_/CtIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070534777
9782226142726,Petit lexique des guerres de religion d'hier et d'aujourd'hui,Odon,Vallet,07/01/2004,156,https://www.google.fr/books/edition/_/DtsQAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782226142726
9782862602233,"Autrement, hors-série, no. 29, mars 1988",Semih,Vaner,01/03/1988,228,https://www.google.fr/books/edition/_/DHJpAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782862602233
9782351780305,Sukkwan island,David,Vann,05/01/2010,212,https://www.google.fr/books/edition/_/vGYgQwAACAAJ?hl=fr,https://www.google.com/search?q=9782351780305
9782742758685,Le défi indien,Pavan,Varma,08/11/2005,368,https://www.google.fr/books/edition/_/7RXnAAAACAAJ?hl=fr,https://www.google.com/search?q=9782742758685
9782259263337,Dictionnaire amoureux de la géopolitique,Hubert,VEDRINE,11/02/2021,528,https://www.google.fr/books/edition/_/Vl49zgEACAAJ?hl=fr,https://www.google.com/search?q=9782259263337
9782709615211,Le guide des voyages en cargo,Hugo,Verlomme,01/11/1994,,https://www.google.fr/books/edition/_/ClBOJwAACAAJ?hl=fr,https://www.google.com/search?q=9782709615211
9782020124119,La Grèce ancienne 1,Jean-Pierre,Vernant,01/10/1990,255,https://www.google.fr/books/edition/_/y53WAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782020124119
9782020131377,"La Grèce ancienne, tome 3",Jean-Pierre,Vernant,02/11/1992,338,https://www.google.fr/books/edition/_/Pp7WAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782020131377
9782707116123,Mythe et tragédie en Grèce ancienne,Vernant,Vernant,02/04/1986,184,https://www.google.fr/books/edition/_/3UBJAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782707116123
9782707120151,Mythe et pensée chez les Grecs,Jean,Vernant,01/12/1990,428,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782707120151
9782012351189,Paris au XXe siècle,Jules,Verne,14/09/1994,216,https://www.google.fr/books/edition/_/9bA6AAAACAAJ?hl=fr,https://www.google.com/search?q=9782012351189
9782253140870,L'écume des jours,Boris,Vian,05/06/2002,315,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253140870
9782080816313,"Chine, la grande statuaire. suivi de Les origines de la statuaire de Chine",segalen,victor,04/01/1999,237,https://www.google.fr/books/edition/_/W6lSAAAACAAJ?hl=fr,https://www.google.com/search?q=9782080816313
9782738102232,Celui qui parlait presque,Jean-Didier,Vincent,13/10/1993,300,https://www.google.fr/books/edition/_/2eRDTkpnnikC?hl=fr,https://www.google.com/search?q=9782738102232
9782259197014,Nulle part qu'à Venise,Alain,Vircondelet,06/11/2003,316,https://www.google.fr/books/edition/_/PRJ-QgAACAAJ?hl=fr,https://www.google.com/search?q=9782259197014
9782870091142,Les dix livres d'architecture,Vitruve,Vitruve,01/04/1995,370,https://www.google.fr/books/edition/_/nyIN_oDJioEC?hl=fr,https://www.google.com/search?q=9782870091142
9782266023443,Futur Parfait,Van,vogt,26/01/1999,,https://www.google.fr/books/edition/_/3gQtHAAACAAJ?hl=fr,https://www.google.com/search?q=9782266023443
9782277114390,Les armureries d'Isher,A-E,Vogt,04/01/1999,215,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782277114390
9782277114963,Destination Univers,A-E,Vogt,04/01/1999,305,https://www.google.fr/books/edition/_/wHTTGAAACAAJ?hl=fr,https://www.google.com/search?q=9782277114963
9782277123972,Les joueurs du Ā,A-E,Vogt,17/09/1998,304,https://www.google.fr/books/edition/_/_KEqAQAACAAJ?hl=fr,https://www.google.com/search?q=9782277123972
9782277133629,Le monde des Ā,A-E,Vogt,26/02/2001,,https://www.google.fr/books/edition/_/2mitPQAACAAJ?hl=fr,https://www.google.com/search?q=9782277133629
9782277210825,Les Monstres,A.E.,Vogt,04/01/1999,186,https://www.google.fr/books/edition/_/R-x6GQAACAAJ?hl=fr,https://www.google.com/search?q=9782277210825
9782277216018,la fin du Ā,A-E,Vogt,04/01/1999,,https://www.google.fr/books/edition/_/0s9ZAAAACAAJ?hl=fr,https://www.google.com/search?q=9782277216018
9782253098089,Candide,Voltaire,Voltaire,01/09/1995,223,https://www.google.fr/books/edition/_/NqV0PwAACAAJ?hl=fr,https://www.google.com/search?q=9782253098089
9782070718993,Le grand guide du Portugal,Bibliothèque,voyageur,01/01/1990,362,https://www.google.fr/books/edition/_/cJtBOQAACAAJ?hl=fr,https://www.google.com/search?q=9782070718993
