isbn13,titre,auteur_prenom,auteur_nom,date_publication,nb_pages,lien google book,recherche google,cover
9782070136421,Un peuple de promeneurs,Alexandre,Romanès,17/11/2011,128,https://www.google.fr/books/edition/_/sH5ztgAACAAJ?hl=fr,https://www.google.com/search?q=9782070136421,https://inventaire.io/img/entities/b9521cf252742c37ee30d0fb549eef9abd108a45
9782253135494,Pourquoi la Grèce ?,J,Romilly,03/01/2008,,https://www.google.fr/books/edition/_/jmT4OwAACAAJ?hl=fr,https://www.google.com/search?q=9782253135494,https://inventaire.io/img/entities/7018237ec554ebbb27e4b7c5bf56f0859154b0ac
9782877064842,Une certaine idée de la Grèce,Jacqueline,Romilly,15/10/2003,266,https://www.google.fr/books/edition/_/sUgbAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782877064842,https://inventaire.io/img/entities/3cb7f865f06a1a59ed2175dd2b3a40924b6a155d
9782907913362,A la table du vent,António,Rosa,01/01/1995,,https://www.google.fr/books/edition/_/pcDaAAAACAAJ?hl=fr,https://www.google.com/search?q=9782907913362,https://inventaire.io/img/entities/daafb9753caa6d9444451308096d02db1a0ad037
9782330026882,Listen to this,Alex,Ross,07/01/2015,504,https://www.google.fr/books/edition/_/BggbrgEACAAJ?hl=fr,https://www.google.com/search?q=9782330026882,https://inventaire.io/img/entities/71fc1e1873ef3a17dd2dee7b61adb2b2443c0d81
9782070409310,Cyrano de Bergerac,Edmond,Rostand,14/05/1999,461,https://www.google.fr/books/edition/_/XWo9PgAACAAJ?hl=fr,https://www.google.com/search?q=9782070409310,https://inventaire.io/img/entities/413cf6fd16271495e326f3b1e98c945bc781d70c
9782070376070,Le Sein,Philip,Roth,14/11/1984,120,https://www.google.fr/books/edition/_/0u7TtAEACAAJ?hl=fr,https://www.google.com/search?q=9782070376070,https://inventaire.io/img/entities/066933c70c45fe5f712a3877abeb554692b17bb3
9782070417360,Pastorale américaine,Philip,Roth,16/05/2001,580,https://www.google.fr/books/edition/_/lCgQPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070417360,https://inventaire.io/img/entities/520583b53bf75f65f00b370f7ef3ed6668f74677
9782070402069,Morny,Jean-Marie,Rouart,02/04/1997,304,https://www.google.fr/books/edition/_/iPIIAwAACAAJ?hl=fr,https://www.google.com/search?q=9782070402069,https://inventaire.io/img/entities/9b42b961a8a59df489762307183814d834515aa4
9782246646716,Adieu à la France qui s'en va,Jean-Marie,Rouart,27/08/2003,280,https://www.google.fr/books/edition/_/k59yQgAACAAJ?hl=fr,https://www.google.com/search?q=9782246646716,https://inventaire.io/img/entities/9c3816084781ec43cce996b1de0fce4c9373b411
9782226179029,La part obscure de nous-mêmes,Elisabeth,Roudinesco,17/10/2007,229,https://www.google.fr/books/edition/_/ce7ZAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782226179029,https://inventaire.io/img/entities/0656ea47d57a07ed2336a0c8ae20bf215474508c
9782253067252,Du contrat social ou Principes du droit politique,Jean-Jacques,Rousseau,06/03/1996,224,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253067252,https://inventaire.io/img/entities/b99cd67bc1e07fb1433a1ca0e6042e072df534ba
9782213672069,Alias Ali,Frédéric,Roux,09/01/2013,640,https://www.google.fr/books/edition/_/jqAflQEACAAJ?hl=fr,https://www.google.com/search?q=9782213672069,https://inventaire.io/img/entities/b04e7d5ca9afe239fdb10b68181f096390fe01ed
9782070524556,Harry Potter et la chambre des secrets,J-K,Rowling,,364,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070524556,https://inventaire.io/img/entities/c7b52533af26967a32d0df1f780fd2d8d4389471
9782070528189,Harry Potter et le prisonnier d'Azkaban,J-K,Rowling,,476,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070528189,https://inventaire.io/img/entities/616062b11c666060d0d3f0bb4a2cd4fe2bd79491
9782070543588,Harry Potter et la Coupe de Feu,J-K,Rowling,16/11/2003,651,https://www.google.fr/books/edition/_/LuMoyAEACAAJ?hl=fr,https://www.google.com/search?q=9782070543588,https://inventaire.io/img/entities/8e0f91781b71e0c021771109e0be4ed5eb6896ab
9782070556854,Harry Potter et l'Ordre du Phénix,J-K,Rowling,03/12/2003,984,https://www.google.fr/books/edition/_/gONtvgEACAAJ?hl=fr,https://www.google.com/search?q=9782070556854,https://inventaire.io/img/entities/c8edaa659fef82f336e3d03266c84056e84af9d7
9782070572670,Harrry Potter et le Prince de sang-mêlé,J-K,Rowling,01/10/2005,720,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070572670,https://inventaire.io/img/entities/ebe72765e608cac46b4b649d08c51b321d3a710c
9782070615360,Harry Potter et les reliques de la mort,J-K,Rowling,21/10/2010,850,https://www.google.fr/books/edition/_/LXs5NQAACAAJ?hl=fr,https://www.google.com/search?q=9782070615360,https://inventaire.io/img/entities/af5c1b5d9f5eb4a5cfaa0aab72a2c358010ca681
9782070515202,La maison qui s'envole,Claude,Roy,,,https://www.google.fr/books/edition/_/B1yhAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070515202,https://inventaire.io/img/entities/240ba477d00402329a08bb0e0efd59edc516f1f5
9782080811288,De la biologie à la culture volume 1.,Jacques,Ruffie,07/01/1993,304,https://www.google.fr/books/edition/_/tpg2PQAACAAJ?hl=fr,https://www.google.com/search?q=9782080811288,https://inventaire.io/img/entities/8eaf08d64c2a0cc46f6e40e70745b69718552192
9782080811295,"De la biologie à la culture, tome 2",Jacques,Ruffie,,,https://www.google.fr/books/edition/_/LuqVOwAACAAJ?hl=fr,https://www.google.com/search?q=9782080811295,https://inventaire.io/img/entities/997cbcdf4fba8fceb14ab3f4e23ea20450a0db48
9789754790726,Le palais de Topkapi,TURKOGLU,Sabahattin,01/01/1990,,https://www.google.fr/books/edition/_/-PdvNAAACAAJ?hl=fr,https://www.google.com/search?q=9789754790726,https://inventaire.io/img/entities/4bf55c8c0a466c2d168de157b8099969c4f6131b
9782877142144,La philosophie dans le boudoir,marquis,Sade,01/01/1994,220,https://www.google.fr/books/edition/_/LGGSAAAACAAJ?hl=fr,https://www.google.com/search?q=9782877142144,https://inventaire.io/img/entities/899f2b5beab584985a5ed965bfeb31cb6becc53b
9782848768861,La plus secrète mémoire des hommes,Mohamed,Sarr,,,https://www.google.fr/books/edition/_/JtaZzgEACAAJ?hl=fr,https://www.google.com/search?q=9782848768861,https://inventaire.io/img/entities/42f9f7f88c5f575454f7db2293533360fce5ed2e
9782370730145,"L'Arabe du futur, T1",Riad,Sattouf,07/05/2014,160,https://www.google.fr/books/edition/_/zp2YwgEACAAJ?hl=fr,https://www.google.com/search?q=9782370730145,https://inventaire.io/img/entities/7e281e2bbb11fa78ee5d863196ff3d9b63f6a809
9782370730541,"L'Arabe du futur, T2",Riad,Sattouf,11/06/2015,160,https://www.google.fr/books/edition/_/nxG-IIGLem4C?hl=fr,https://www.google.com/search?q=9782370730541,https://inventaire.io/img/entities/157bf835d57ac9f691ca680e3c1e1f7407a976b3
9782370730947,"L'Arabe du futur, T3",Riad,Sattouf,06/10/2016,160,https://www.google.fr/books/edition/_/dL-etAEACAAJ?hl=fr,https://www.google.com/search?q=9782370730947,https://inventaire.io/img/entities/01d11fb043b9a90100cfa0dd18fa0f9cbc25b1b9
9782070380961,Chroniques napolitaines,Jean-N,Schifano,01/03/1989,,https://www.google.fr/books/edition/_/ueEOPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070380961,https://inventaire.io/img/entities/528b1445972d0cdf1c7dd3906a23bec0798e631d
9782253109587,Lorsque j'étais une œuvre d'art,Eric-Emmanuel,Schmitt,01/09/2004,252,https://www.google.fr/books/edition/_/YAYWAAAACAAJ?hl=fr,https://www.google.com/search?q=9782253109587,
9782070314621,Morts imaginaires,Michel,Schneider,13/01/2005,432,https://www.google.fr/books/edition/_/r39KPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070314621,https://inventaire.io/img/entities/6955b4473283cb0c882766f8709c6fc00d4ab573
9782862606132,"Autrement hors série, numéro 84",Graciela,Schneier-Madanes,15/05/1996,224,https://www.google.fr/books/edition/_/ihcgAAAACAAJ?hl=fr,https://www.google.com/search?q=9782862606132,https://inventaire.io/img/entities/5507a3b62364b9a0b903cc8fbfb4060b514361ab
9782844852564,Les miscellanées culinaires de MR. Schott,Ben,Schott,26/10/2007,160,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782844852564,https://inventaire.io/img/entities/01e0b4478e9cae2853641c8798ed134c5f0b02ad
9782070253692,Équipée,Victor,Segalen,22/02/1983,154,https://www.google.fr/books/edition/_/lTTHPAAACAAJ?hl=fr,https://www.google.com/search?q=9782070253692,https://inventaire.io/img/entities/7771ad29236a4f77fe70d4011a0649601a8df00e
9782070278961,René Leys : version définitive,Victor,Segalen,22/09/1978,239,https://www.google.fr/books/edition/_/JitMAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070278961,https://inventaire.io/img/entities/a376406a44caaf0e431e458eb30d21c7724abefe
9782070320707,Stèles,Victor,Segalen,07/12/1973,154,https://www.google.fr/books/edition/_/3PhcAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070320707,https://inventaire.io/img/entities/e41a03a9c5801574f12f17a212d5ad8078b6ece3
9782080703774,Le Fils du ciel,Victor,Segalen,07/01/1993,235,https://www.google.fr/books/edition/_/VXuNPAAACAAJ?hl=fr,https://www.google.com/search?q=9782080703774,https://inventaire.io/img/entities/672c0d72b6fa9149ede4a023a43de703b46347b4
9782253038610,Essai sur l'exotisme,Victor,Segalen,03/02/1999,165,https://www.google.fr/books/edition/_/nXe7QgAACAAJ?hl=fr,https://www.google.com/search?q=9782253038610,https://inventaire.io/img/entities/ae7868911143f404c398e716fa0d122be86a5407
9782501002370,Le livre d'or de la poésie française: des origines à 1940,Pierre,Seghers,01/09/1996,,https://www.google.fr/books/edition/_/c3BUIQAACAAJ?hl=fr,https://www.google.com/search?q=9782501002370,https://inventaire.io/img/entities/fa4c3081e50df6ff2eda18011b2cbfc8e7e269ea
9782755508352,De la brièveté de la vie,Sénèque,Sénèque,08/06/2022,64,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782755508352,https://inventaire.io/img/entities/34b0c0067105ceacfc11931e31c0bc2c74c171a6
9782757833735,Dernières nouvelles du Sud,Luis,Sepulveda,25/04/2013,208,https://www.google.fr/books/edition/_/9JE4mwEACAAJ?hl=fr,https://www.google.com/search?q=9782757833735,https://inventaire.io/img/entities/4feff884b60224ffe24e0587d0613c4466d8fb12
9782080811950,Statues,Michel,Serres,07/01/1993,346,https://www.google.fr/books/edition/_/cQ2KQAAACAAJ?hl=fr,https://www.google.com/search?q=9782080811950,https://inventaire.io/img/entities/00057318fd1efb197b095dd8f56706c8a2586f74
9782082115544,Les origines de la géométrie,Michel,Serres,10/08/1993,335,https://www.google.fr/books/edition/_/Gk7vAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782082115544,https://inventaire.io/img/entities/a4bbf1507fd35894b1014008c03e3927eb673cda
9782290051795,Nouvelles du monde,Michel,Serres,01/06/1999,250,https://www.google.fr/books/edition/_/2NHiAAAACAAJ?hl=fr,https://www.google.com/search?q=9782290051795,https://inventaire.io/img/entities/5ddc2d27a846353db1e8c7032b556e83b4567c5a
9782746500655,L'incandescent,Michel,Serres,26/02/2003,351,https://www.google.fr/books/edition/_/eO2uQgAACAAJ?hl=fr,https://www.google.com/search?q=9782746500655,https://inventaire.io/img/entities/c8472a92a49352ad26938009487dd19e2ed794c4
9782746501942,Rameaux,Michel,Serres,27/08/2004,236,https://www.google.fr/books/edition/_/2SjXAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782746501942,https://inventaire.io/img/entities/a1550ff228462eb8a418a99fe1cbdff8274ea8be
9782746502659,Récits d'humanisme,Michel,Serres,23/02/2006,224,https://www.google.fr/books/edition/_/qWsQAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782746502659,https://inventaire.io/img/entities/0490213ea01e71a77958295c92a83b199d479a2a
9782930284248,Hergé mon ami,Michel,Serres,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782930284248,https://inventaire.io/img/entities/39d43589c63cf269452bfc70b2844ad0b5164dc3
9782246716815,Vers l'Orient compliqué : les Américains et le monde arabe,Antoine,Sfeir,18/10/2006,191,https://www.google.fr/books/edition/_/aepIvgAACAAJ?hl=fr,https://www.google.com/search?q=9782246716815,https://inventaire.io/img/entities/64177edee8ffd4db2c64a418f8a6339fa313e6f2
9782130429760,L' avenir d'une illusion,Freud,Sigmund,01/01/1971,,https://www.google.fr/books/edition/_/0eObQQAACAAJ?hl=fr,https://www.google.com/search?q=9782130429760,https://inventaire.io/img/entities/31a4224326f8e5c2ed5322637077e4814f6dec26
9782277226314,Pavane au fil du temps,Robert,Silverberg,04/01/1999,315,https://www.google.fr/books/edition/_/4rYuGQAACAAJ?hl=fr,https://www.google.com/search?q=9782277226314,https://inventaire.io/img/entities/38d981de9bd8c32231b91bd5e5a98a19befdc1d6
9782070383023,Avicenne ou la Route d'Ispahan,Gilbert,Sinoué,22/11/1990,535,https://www.google.fr/books/edition/_/B07-PQAACAAJ?hl=fr,https://www.google.com/search?q=9782070383023,https://inventaire.io/img/entities/0a006a8878b8f24e51f28c4d658041d6aae29d63
9782266020381,Tu seras un autre,Cordwainer,Smith,01/01/1992,,https://www.google.fr/books/edition/_/55N2OwAACAAJ?hl=fr,https://www.google.com/search?q=9782266020381,https://inventaire.io/img/entities/36854da960a2a875df0c7873ef02cf4255157bb7
9782020005999,L'écriture et l'expérience des limites,Philippe,Sollers,01/05/1971,190,https://www.google.fr/books/edition/_/hDlXAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782020005999,https://inventaire.io/img/entities/3419c2ec591b13652d369bf2f06654ac23163f34
9782020395687,L'année du tigre,Philippe,Sollers,13/01/2000,406,https://www.google.fr/books/edition/_/LyHoPQAACAAJ?hl=fr,https://www.google.com/search?q=9782020395687,https://inventaire.io/img/entities/d53abfb79e2fcffcefbf945c5116df6685e2cff6
9782070376209,Femmes,Philippe,Sollers,11/01/1985,672,https://www.google.fr/books/edition/_/_ptiQgAACAAJ?hl=fr,https://www.google.com/search?q=9782070376209,https://inventaire.io/img/entities/cffbde56fbf2b2734b2b7c5ee4507a11f042f30b
9782070381012,Le Cœur absolu,Sollers,Sollers,,,https://www.google.fr/books/edition/_/nL8kAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782070381012,https://inventaire.io/img/entities/08c32e134a5c02a8d248365b22277ac09cc83dd2
9782070405107,Vision a New York,Philippe,Sollers,04/11/1998,227,https://www.google.fr/books/edition/_/NJhoAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070405107,https://inventaire.io/img/entities/30e092a03c9a4838b1c7aee69dc644206a061db7
9782070408917,Casanova l'admirable,Philippe,Sollers,04/01/2000,338,https://www.google.fr/books/edition/_/-JdDAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070408917,
9782742747405,L'art de marcher,Rebecca,Solnit,01/03/2004,395,https://www.google.fr/books/edition/_/Z5oPGwAACAAJ?hl=fr,https://www.google.com/search?q=9782742747405,https://inventaire.io/img/entities/8821ececeb9dca6eb349db9593108ea62935a146
9782213678535,Décomposition française : comment en est-on arrivé là ?,Malika,Sorel-Sutter,12/11/2015,312,https://www.google.fr/books/edition/_/Ptk8jwEACAAJ?hl=fr,https://www.google.com/search?q=9782213678535,https://inventaire.io/img/entities/3f3815d71f04a43cf1996ef6ee27533da6f10eef
9782213605722,Le génie de l'Inde,Guy,Sorman,16/02/2000,308,https://www.google.fr/books/edition/_/liO5QgAACAAJ?hl=fr,https://www.google.com/search?q=9782213605722,https://inventaire.io/img/entities/a21c74080616bf1ce35c2cdc2b9b35d5a466d806
9782277221340,La mémoire de la lumière,Robinson,Stanley,26/02/2001,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782277221340,https://inventaire.io/img/entities/4ebe704416a66b47db1e0d7505519df445c96f58
9782867465062,Le touriste,Olen,Steinhauer,02/04/2009,522,https://www.google.fr/books/edition/_/KkJqPgAACAAJ?hl=fr,https://www.google.com/search?q=9782867465062,https://inventaire.io/img/entities/7936b4020c4eaa9180a4ef3e09791d35853df89f
9782266192705,Le Rouge et le Noir,STENDHAL,STENDHAL,04/04/2009,640,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782266192705,https://inventaire.io/img/entities/79dc0340c461bd77d998054f47e05d5d99c63e60
9782246300731,Portrait de l'aventurier,Roger,Stéphane,01/03/1995,255,https://www.google.fr/books/edition/_/73mZGAAACAAJ?hl=fr,https://www.google.com/search?q=9782246300731,https://inventaire.io/img/entities/558ce15abe2de41c4e9fea65b0a7d50d865e517b
9782070427840,L'architecture de l'Islam : au service de la foi et du pouvoir,Henri,Stierlin,16/11/2003,160,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070427840,https://inventaire.io/img/entities/1b06dc3f4980e148e359c4c6638882b349b67bf6
9783822892954,Empire romain Vol. I,Henri,Stierlin,,,https://www.google.fr/books/edition/_/OVRqPwAACAAJ?hl=fr,https://www.google.com/search?q=9783822892954,https://inventaire.io/img/entities/6650795deca94925269937742fcfd847f0700db2
9782070142194,Le chemin des morts,François,Sureau,05/09/2013,64,https://www.google.fr/books/edition/_/CpwtnwEACAAJ?hl=fr,https://www.google.com/search?q=9782070142194,https://inventaire.io/img/entities/a83a7e9161506114c1f04399e63c40e859e5d686
9782213019635,Le Pigeon,Patrick,Süskind,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782213019635,https://inventaire.io/img/entities/7c17866c0f95dd2e83093c99504e0dc564985d42
9782253044901,Le parfum,Patrick,Süskind,20/09/2006,279,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253044901,https://inventaire.io/img/entities/5810c38f706ef8767b330eea3c12b3bfdbc1e33d
9782253057833,La Contrebasse,Patrick,Süskind,01/09/1992,92,https://www.google.fr/books/edition/_/frU0HQAACAAJ?hl=fr,https://www.google.com/search?q=9782253057833,https://inventaire.io/img/entities/f76b987035c143a83293aca30d3442cab1402100
9782070125883,Le temps vieillit vite,Antonio,Tabucchi,15/05/2009,181,https://www.google.fr/books/edition/_/9X9mPgAACAAJ?hl=fr,https://www.google.com/search?q=9782070125883,https://inventaire.io/img/entities/eaddc14dd7fd45992d7e40f57459bb5532cecb5a
9782070135455,Voyages et autres voyages,Antonio,Tabucchi,06/03/2014,294,https://www.google.fr/books/edition/_/5y6DoAEACAAJ?hl=fr,https://www.google.com/search?q=9782070135455,https://inventaire.io/img/entities/4a15f9214b3b384d59ad38377b1fe5839b6e1050
9782070338061,Le fil de l'horizon,Antonio,Tabucchi,25/05/2006,128,https://www.google.fr/books/edition/_/1umnPAAACAAJ?hl=fr,https://www.google.com/search?q=9782070338061,https://inventaire.io/img/entities/63c04136ec42e353b055acbb95be0611f13383aa
9782070338412,Rêves de rêves,Antonio,Tabucchi,25/01/2007,128,https://www.google.fr/books/edition/_/FdiJGAAACAAJ?hl=fr,https://www.google.com/search?q=9782070338412,https://inventaire.io/img/entities/c10a6576ef98b2c7b6047c888028ca3c23239bf9
9782070338429,Pereira prétend,Antonio,Tabucchi,24/06/2010,224,https://www.google.fr/books/edition/_/cHK0SgAACAAJ?hl=fr,https://www.google.com/search?q=9782070338429,https://inventaire.io/img/entities/4523680b9961ffb077c9fefedeb1ca012b069b38
9782070771929,Tristano meurt,Antonio,Tabucchi,02/09/2004,208,https://www.google.fr/books/edition/_/6KWSHAAACAAJ?hl=fr,https://www.google.com/search?q=9782070771929,https://inventaire.io/img/entities/7af1eeeaca4524c4dc4316ef7505cc582e0da24a
9782264027788,Les oiseaux de fra Angelico,Antonio,Tabucchi,08/06/2000,89,https://www.google.fr/books/edition/_/ciAEHAAACAAJ?hl=fr,https://www.google.com/search?q=9782264027788,https://inventaire.io/img/entities/31941438f7fb42abb794eebb0c4e6fbfe527e196
9782267015874,Il se fait tard de plus en plus tard,Antonio,Tabucchi,04/01/2002,303,https://www.google.fr/books/edition/_/wTGjNQAACAAJ?hl=fr,https://www.google.com/search?q=9782267015874,https://inventaire.io/img/entities/839bf677cf02292b109e9d783c8120d4c3772d16
9782919205240,Tabucchi par lui-même,Antonio,Tabucchi,19/03/2019,232,https://www.google.fr/books/edition/_/Dv1TxQEACAAJ?hl=fr,https://www.google.com/search?q=9782919205240,
9782070752232,Le sens de la mémoire,Marc,Tadié,12/10/1999,368,https://www.google.fr/books/edition/_/mpJ3QgAACAAJ?hl=fr,https://www.google.com/search?q=9782070752232,
9782849905500,Un été avec Homère,Sylvain,Tesson,19/04/2018,256,https://www.google.fr/books/edition/_/AH-StgEACAAJ?hl=fr,https://www.google.com/search?q=9782849905500,https://inventaire.io/img/entities/15279e8039d42ff704c23977c4686201ca892e08
9782260017721,Mangez-le si vous voulez,Jean,TEULÉ,07/05/2009,144,https://www.google.fr/books/edition/_/5a1qvgEACAAJ?hl=fr,https://www.google.com/search?q=9782260017721,https://inventaire.io/img/entities/c771642600ffcc14d2c1d24f9446b24f653ac253
9782070531943,Guimard: l'Art Nouveau (Découvertes),Thiebaut,Thiebaut,01/11/1997,,https://www.google.fr/books/edition/_/Kc1PAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070531943,https://inventaire.io/img/entities/4e7092e08a01b70e60d6f7852d964c9c5968ff9a
9782701115856,Les Secrets de la casserole,Hervé,This,07/05/1993,222,https://www.google.fr/books/edition/_/w8CXQgAACAAJ?hl=fr,https://www.google.com/search?q=9782701115856,https://inventaire.io/img/entities/21b13dce1a86cecab0b3009c0effaa95570fc54c
9782701117560,Révélations gastronomiques,Hervé,This,01/02/2000,,https://www.google.fr/books/edition/_/uVre6Uc4FP0C?hl=fr,https://www.google.com/search?q=9782701117560,https://inventaire.io/img/entities/ecac0aa46a251bd50f84fd8a4c68e04a8b25c47f
9782264028051,Las Vegas parano,Hunter,Thompson,27/08/1998,208,https://www.google.fr/books/edition/_/kby8nAEACAAJ?hl=fr,https://www.google.com/search?q=9782264028051,https://inventaire.io/img/entities/3bfdeb4fd5c276be14ab57e91b3200c42313d44a
9782070530267,Les Etrusques : La Fin d'un mystère ?,Jean-Paul,Thuillier,26/09/1990,160,https://www.google.fr/books/edition/_/UdkCMQAACAAJ?hl=fr,https://www.google.com/search?q=9782070530267,https://inventaire.io/img/entities/6f8c7a30666391b5c20284d0416ccc2550365ec9
9782363080905,La Traversée du Mal,Germaine,Tillion,29/04/2015,104,https://www.google.fr/books/edition/_/ke0FswEACAAJ?hl=fr,https://www.google.com/search?q=9782363080905,https://inventaire.io/img/entities/c0696059b64951716bb2d1a62ea285d4f2a04bfa
9782080703538,"De la démocratie en Amérique, tome 1",Alexis,Tocqueville,04/01/1999,569,https://www.google.fr/books/edition/_/OGwHAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782080703538,https://inventaire.io/img/entities/e93249b2254e1e685075540af62b4c4471543cc7
9782264017598,La conjuration des imbéciles,John,Toole,02/03/1998,478,https://www.google.fr/books/edition/_/w6Z2OgAACAAJ?hl=fr,https://www.google.com/search?q=9782264017598,https://inventaire.io/img/entities/093bba3bf0b07d4697f4629912a362d500db2e09
9782715218758,Le miroir des idées : traité,Michel,Tournier,24/03/1994,272,https://www.google.fr/books/edition/_/NR-SAAAAIAAJ?hl=fr,https://www.google.com/search?q=9782715218758,https://inventaire.io/img/entities/de06904043e80080e9bbb86c345b77e5d2ae2fe2
9782359251364,Le champignon de la fin du monde,Anna,TSING,31/08/2017,416,https://www.google.fr/books/edition/_/HqE3swEACAAJ?hl=fr,https://www.google.com/search?q=9782359251364,https://inventaire.io/img/entities/13ea21fc41c0b3c0b63c900a74a281979ca32ff7
9782221106327,L'offrande musicale,André,TUBEUF,13/09/2007,1056,https://www.google.fr/books/edition/_/BhytPQAACAAJ?hl=fr,https://www.google.com/search?q=9782221106327,https://inventaire.io/img/entities/a068575e15984b7b1766a0c91af46b98c48fc090
9782742780907,Ludwig van Beethoven,André,Tubeuf,02/03/2009,217,https://www.google.fr/books/edition/_/dO5ePgAACAAJ?hl=fr,https://www.google.com/search?q=9782742780907,https://inventaire.io/img/entities/b35d64e4482f6b597d8e5f7e70b293a9f7b3b721
9782081478824,L'harmonie secrète de l'Univers,Jean-Philippe,Uzan,16/10/2019,272,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782081478824,https://inventaire.io/img/entities/7912477bc68fb4cb1b5f476a39aed502b9642341
9782862604718,Naples,Colette,Vallat,09/02/2004,,https://www.google.fr/books/edition/_/kyueAAAACAAJ?hl=fr,https://www.google.com/search?q=9782862604718,https://inventaire.io/img/entities/56a124c1981887c2fba9df8024fd399149d78235
9782070526604,Les histoires inédites du Petit Nicolas - 3 La rentrée du Petit Nicolas,Odon,Vallet,03/11/1999,128,https://www.google.fr/books/edition/_/DNIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526604,
9782070526611,Les religions extrême-orientales,Odon,Vallet,03/11/1999,128,https://www.google.fr/books/edition/_/YZFlPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526611,https://inventaire.io/img/entities/6e6ca44598d4970d6d62ec471982bdad43aae97b
9782070526628,Une autre histoire des religions,Odon,Vallet,14/03/2000,128,https://www.google.fr/books/edition/_/DdIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526628,https://inventaire.io/img/entities/5abbdcf915f29f3c182e7c7f3f67f1464f49dc12
9782070526635,Le sacre des pouvoirs,Odon,Vallet,14/03/2000,128,https://www.google.fr/books/edition/_/DtIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070526635,https://inventaire.io/img/entities/dadd16ca9367231ba202b7969e7b12e6dd7acef7
9782070534760,Une autre histoire des religions,Odon,Vallet,14/05/1999,128,https://www.google.fr/books/edition/_/CdIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070534760,https://inventaire.io/img/entities/aceea2ce216fdf6b3a8b2050a3eabbd4c6bfec44
9782070534777,Une autre histoire des religions,Odon,Vallet,14/05/1999,128,https://www.google.fr/books/edition/_/CtIiHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070534777,https://inventaire.io/img/entities/21b4a311ed962d1b4308783792f4d1eb644c21f0
9782226142726,Petit lexique des guerres de religion d'hier et d'aujourd'hui,Odon,Vallet,07/01/2004,156,https://www.google.fr/books/edition/_/DtsQAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782226142726,https://inventaire.io/img/entities/f67ea11b4cef5ec7b0494f4e3d4b161cdb890206
9782862602233,"Autrement, hors-série, no. 29, mars 1988",Semih,Vaner,01/03/1988,228,https://www.google.fr/books/edition/_/DHJpAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782862602233,https://inventaire.io/img/entities/e5d25ee7267993307ca95aaf7fc76b44b95cd6c7
9782351780305,Sukkwan island,David,Vann,05/01/2010,212,https://www.google.fr/books/edition/_/vGYgQwAACAAJ?hl=fr,https://www.google.com/search?q=9782351780305,https://inventaire.io/img/entities/8dc2f6a55b7c8060bd5894d82e96a4252130a44e
9782742758685,Le défi indien,Pavan,Varma,08/11/2005,368,https://www.google.fr/books/edition/_/7RXnAAAACAAJ?hl=fr,https://www.google.com/search?q=9782742758685,https://inventaire.io/img/entities/15b6bef9e340e84e1bc7e4d8cefa6fc7558c3625
